"year_season","date","gridID","start_time","time_segment","common_name","number","distance","HSF","remarks","scientific_name","dataType"
"2024 Summer","2024-Apr-24","J06","7:38","1","Greater Racket-tailed Drongo",2,50,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-24","J06","7:38","2","Large-billed Crow",1,50,"F","very high above canopy","Corvus macrorhynchos","point_count"
"2024 Summer","2024-Apr-24","J06","7:38","2","Crimson-backed Sunbird",1,50,"H","","Leptocoma minima","point_count"
"2024 Summer","2024-Apr-24","I07","7:57","1","Stork-billed Kingfisher",1,50,"H","","Pelargopsis capensis","point_count"
"2024 Summer","2024-Apr-24","I07","7:57","1","White-cheeked Barbet",1,30,"H","","Psilopogon viridis","point_count"
"2024 Summer","2024-Apr-24","I07","7:57","1","Indian Peafowl",1,50,"H","","Pavo cristatus","point_count"
"2024 Summer","2024-Apr-24","I07","7:57","1","Nilgiri Flowerpecker",1,0,"S","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-24","I07","7:57","1","Velvet-fronted Nuthatch",1,15,"S","","Sitta frontalis","point_count"
"2024 Summer","2024-Apr-24","I07","7:57","2","Crimson-backed Sunbird",1,5,"H","","Leptocoma minima","point_count"
"2024 Summer","2024-Apr-24","I07","7:57","2","Orange Minivet",2,15,"S","","Pericrocotus flammeus","point_count"
"2024 Summer","2024-Apr-24","I07","7:57","2","White-bellied Treepie",2,30,"H","","Dendrocitta leucogastra","point_count"
"2024 Summer","2024-Apr-24","I07","7:57","2","Yellow-browed Bulbul",1,30,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-24","H07","8:11","1","Indian Scimitar-Babbler",1,30,"H","","Pomatorhinus horsfieldii","point_count"
"2024 Summer","2024-Apr-24","H07","8:11","1","Large-billed Crow",1,50,"H","","Corvus macrorhynchos","point_count"
"2024 Summer","2024-Apr-24","H07","8:11","1","Malabar Whistling-Thrush",1,30,"H","","Myophonus horsfieldii","point_count"
"2024 Summer","2024-Apr-24","H07","8:11","1","Crimson-backed Sunbird",1,20,"H","","Leptocoma minima","point_count"
"2024 Summer","2024-Apr-24","H07","8:11","1","White-cheeked Barbet",1,50,"H","","Psilopogon viridis","point_count"
"2024 Summer","2024-Apr-24","H07","8:11","1","Large-billed Crow",1,15,"F","oc","Corvus macrorhynchos","point_count"
"2024 Summer","2024-Apr-24","H07","8:11","1","Orange Minivet",1,15,"H","gp, ","Pericrocotus flammeus","point_count"
"2024 Summer","2024-Apr-24","H07","8:11","2","Asian Fairy-bluebird",1,30,"H","","Irena puella","point_count"
"2024 Summer","2024-Apr-24","H08","8:30","2","White-throated Kingfisher",1,50,"H","","Halcyon smyrnensis","point_count"
"2024 Summer","2024-Apr-24","H08","8:30","2","White-cheeked Barbet",1,50,"H","","Psilopogon viridis","point_count"
"2024 Summer","2024-Apr-24","H08","8:30","2","Malabar Whistling-Thrush",2,50,"H","","Myophonus horsfieldii","point_count"
"2024 Summer","2024-Apr-25","F05","6:21","1","White-throated Kingfisher",1,30,"H","","Halcyon smyrnensis","point_count"
"2024 Summer","2024-Apr-25","F05","6:21","1","Malabar Whistling-Thrush",1,50,"H","","Myophonus horsfieldii","point_count"
"2024 Summer","2024-Apr-25","F05","6:21","1","Plum-headed Parakeet",1,50,"H","","Psittacula cyanocephala","point_count"
"2024 Summer","2024-Apr-25","F05","6:21","1","Yellow-browed Bulbul",1,50,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-25","F05","6:21","1","Red-whiskered Bulbul",2,30,"H","","Pycnonotus jocosus","point_count"
"2024 Summer","2024-Apr-25","F05","6:21","2","Common Tailorbird",1,50,"H","Couple of Bushfrogs, 1 Nyctibatracus sp","Orthotomus sutorius","point_count"
"2024 Summer","2024-Apr-25","G05","6:37","1","Malabar Whistling-Thrush",1,20,"H","","Myophonus horsfieldii","point_count"
"2024 Summer","2024-Apr-25","G05","6:37","1","Yellow-browed Bulbul",1,50,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-25","G05","6:37","1","Greater Racket-tailed Drongo",1,50,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-25","G05","6:37","2","Greater Racket-tailed Drongo",1,50,"H","different one","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-25","H05","6:52","1","Velvet-fronted Nuthatch",1,50,"H","","Sitta frontalis","point_count"
"2024 Summer","2024-Apr-25","H05","6:52","1","Greater Racket-tailed Drongo",1,50,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-25","H05","6:52","1","Malabar Trogon",1,20,"S","female. First heard the calls and then saw it fly in","Harpactes fasciatus","point_count"
"2024 Summer","2024-Apr-25","H05","6:52","1","White-cheeked Barbet",1,50,"H","","Psilopogon viridis","point_count"
"2024 Summer","2024-Apr-25","H05","6:52","2","Crimson-backed Sunbird",1,15,"H","","Leptocoma minima","point_count"
"2024 Summer","2024-Apr-25","H05","6:52","2","White-bellied Treepie",2,20,"H","","Dendrocitta leucogastra","point_count"
"2024 Summer","2024-Apr-25","H05","6:52","2","Indian White-eye",1,20,"H","","Zosterops palpebrosus","point_count"
"2024 Summer","2024-Apr-25","I05","7:06","1","Malabar Trogon",1,30,"H","","Harpactes fasciatus","point_count"
"2024 Summer","2024-Apr-25","I05","7:06","1","Greater Racket-tailed Drongo",1,30,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-25","I05","7:06","1","Stork-billed Kingfisher",1,50,"H","","Pelargopsis capensis","point_count"
"2024 Summer","2024-Apr-25","I05","7:06","1","White-bellied Blue Flycatcher",1,15,"H","","Cyornis pallidipes","point_count"
"2024 Summer","2024-Apr-25","I05","7:06","1","Nilgiri Flowerpecker",1,10,"H","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-25","I05","7:06","1","Indian White-eye",1,10,"H","","Zosterops palpebrosus","point_count"
"2024 Summer","2024-Apr-25","I05","7:06","1","Vernal Hanging-Parrot",1,30,"H","Flying, over canopy","Loriculus vernalis","point_count"
"2024 Summer","2024-Apr-25","I05","7:06","1","Yellow-browed Bulbul",2,30,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-25","I05","7:06","1","White-cheeked Barbet",1,50,"H","","Psilopogon viridis","point_count"
"2024 Summer","2024-Apr-25","I05","7:06","1","White-throated Kingfisher",1,20,"S","Flying away, under canopy","Halcyon smyrnensis","point_count"
"2024 Summer","2024-Apr-25","I05","7:06","2","Greater Racket-tailed Drongo",3,5,"S","total 4 in this segment","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-25","I05","7:06","2","Southern Hill Myna",1,50,"H","","Gracula indica","point_count"
"2024 Summer","2024-Apr-25","I05","7:06","2","White-bellied Treepie",1,20,"H","","Dendrocitta leucogastra","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","1","Malabar Trogon",1,30,"S","male, mixed flock","Harpactes fasciatus","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","1","White-bellied Treepie",1,30,"H","","Dendrocitta leucogastra","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","1","Stork-billed Kingfisher",1,50,"H","v far","Pelargopsis capensis","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","1","Vernal Hanging-Parrot",1,30,"F","","Loriculus vernalis","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","1","Southern Hill Myna",1,50,"H","gp, ","Gracula indica","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","1","Velvet-fronted Nuthatch",1,20,"H","","Sitta frontalis","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","1","White-cheeked Barbet",1,50,"H","","Psilopogon viridis","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","1","Indian Yellow Tit",3,15,"S","","Machlolophus aplonotus","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","1","Greater Racket-tailed Drongo",1,20,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","1","Malabar Woodshrike",1,20,"S","","Tephrodornis sylvicola","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","1","Orange Minivet",2,20,"H","","Pericrocotus flammeus","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","2","Yellow-browed Bulbul",2,5,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","2","Indian White-eye",1,5,"H","","Zosterops palpebrosus","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","2","Indian Scimitar-Babbler",1,50,"H","","Pomatorhinus horsfieldii","point_count"
"2024 Summer","2024-Apr-25","J05","7:24","2","Malabar Barbet",1,50,"H","","Psilopogon malabaricus","point_count"
"2024 Summer","2024-Apr-25","J04","7:38","1","Large-billed Crow",1,50,"S","f","Corvus macrorhynchos","point_count"
"2024 Summer","2024-Apr-25","J04","7:38","1","Square-tailed Bulbul",1,20,"S","f","Hypsipetes ganeesa","point_count"
"2024 Summer","2024-Apr-25","J04","7:38","1","Greater Racket-tailed Drongo",1,20,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-25","J04","7:38","1","Indian White-eye",1,20,"H","","Zosterops palpebrosus","point_count"
"2024 Summer","2024-Apr-25","J04","7:38","1","Little Spiderhunter",1,20,"S","f","Arachnothera longirostra","point_count"
"2024 Summer","2024-Apr-25","J04","7:38","1","Stork-billed Kingfisher",1,20,"H","","Pelargopsis capensis","point_count"
"2024 Summer","2024-Apr-25","J04","7:38","1","Southern Hill Myna",1,50,"H","","Gracula indica","point_count"
"2024 Summer","2024-Apr-25","K04","7:55","1","Southern Hill Myna",4,20,"S","moving in a tree","Gracula indica","point_count"
"2024 Summer","2024-Apr-25","K04","7:55","1","Greater Racket-tailed Drongo",1,50,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-25","K04","7:55","1","Nilgiri Flowerpecker",1,20,"H","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-25","K04","7:55","1","Yellow-browed Bulbul",2,30,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-25","K04","7:55","1","White-cheeked Barbet",1,30,"H","","Psilopogon viridis","point_count"
"2024 Summer","2024-Apr-25","K04","7:55","2","Great Hornbill",1,50,"H","","Buceros bicornis","point_count"
"2024 Summer","2024-Apr-25","K04","7:55","2","White-bellied Treepie",1,20,"H","","Dendrocitta leucogastra","point_count"
"2024 Summer","2024-Apr-25","L04","8:09","1","Stork-billed Kingfisher",1,30,"H","","Pelargopsis capensis","point_count"
"2024 Summer","2024-Apr-25","L04","8:09","1","Velvet-fronted Nuthatch",1,0,"S","","Sitta frontalis","point_count"
"2024 Summer","2024-Apr-25","L04","8:09","1","Nilgiri Flowerpecker",1,10,"S","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-25","L04","8:09","1","White-bellied Blue Flycatcher",1,5,"S","female","Cyornis pallidipes","point_count"
"2024 Summer","2024-Apr-25","L04","8:09","1","Great Hornbill",1,50,"H","","Buceros bicornis","point_count"
"2024 Summer","2024-Apr-25","L04","8:09","1","Southern Hill Myna",2,15,"S","","Gracula indica","point_count"
"2024 Summer","2024-Apr-25","L04","8:09","1","Greater Racket-tailed Drongo",1,5,"S","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-25","L04","8:09","1","Malabar Barbet",2,50,"H","","Psilopogon malabaricus","point_count"
"2024 Summer","2024-Apr-25","L04","8:09","1","Malabar Woodshrike",8,20,"S","mixed flock","Tephrodornis sylvicola","point_count"
"2024 Summer","2024-Apr-25","L04","8:09","1","Small Minivet",1,20,"S","male, mixed flock","Pericrocotus cinnamomeus","point_count"
"2024 Summer","2024-Apr-25","L04","8:09","2","Malabar Trogon",1,20,"S","male, mixed flock","Harpactes fasciatus","point_count"
"2024 Summer","2024-Apr-25","L04","8:09","2","Orange Minivet",1,30,"S","mixed flock","Pericrocotus flammeus","point_count"
"2024 Summer","2024-Apr-25","L04","8:09","2","White-cheeked Barbet",1,20,"S","Low in the bushes at ground level","Psilopogon viridis","point_count"
"2024 Summer","2024-Apr-25","L05","8:32","1","Stork-billed Kingfisher",1,50,"H","","Pelargopsis capensis","point_count"
"2024 Summer","2024-Apr-25","L05","8:32","1","White-cheeked Barbet",1,50,"H","","Psilopogon viridis","point_count"
"2024 Summer","2024-Apr-25","L05","8:32","1","Indian Scimitar-Babbler",1,50,"H","","Pomatorhinus horsfieldii","point_count"
"2024 Summer","2024-Apr-25","L05","8:32","1","Great Hornbill",1,50,"H","very far.","Buceros bicornis","point_count"
"2024 Summer","2024-Apr-25","L05","8:32","2","Malabar Barbet",1,50,"H","very far.","Psilopogon malabaricus","point_count"
"2024 Summer","2024-Apr-25","K05","8:46","1","Stork-billed Kingfisher",1,50,"H","","Pelargopsis capensis","point_count"
"2024 Summer","2024-Apr-25","K05","8:46","1","Southern Hill Myna",2,30,"H","","Gracula indica","point_count"
"2024 Summer","2024-Apr-25","K05","8:46","2","Malabar Barbet",2,50,"H","","Psilopogon malabaricus","point_count"
"2024 Summer","2024-Apr-25","K05","8:46","2","White-bellied Blue Flycatcher",1,20,"H","","Cyornis pallidipes","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","1","White-bellied Blue Flycatcher",1,30,"H","as entered","Cyornis pallidipes","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","1","Velvet-fronted Nuthatch",20,30,"H","","Sitta frontalis","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","1","Indian Yellow Tit",1,20,"H","","Machlolophus aplonotus","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","1","Vernal Hanging-Parrot",1,20,"F","UC","Loriculus vernalis","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","1","Malabar Barbet",1,50,"H","","Psilopogon malabaricus","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","1","Malabar Whistling-Thrush",1,50,"H","","Myophonus horsfieldii","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","1","Oriental Magpie-Robin",1,30,"H","","Copsychus saularis","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","1","Greater Racket-tailed Drongo",2,50,"S","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","1","Asian Fairy-bluebird",1,30,"H","","Irena puella","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","2","Indian White-eye",1,15,"H","","Zosterops palpebrosus","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","2","Southern Hill Myna",2,30,"H","","Gracula indica","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","2","Red-whiskered Bulbul",1,30,"H","","Pycnonotus jocosus","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","2","Nilgiri Flowerpecker",1,20,"H","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-22","J10","6:35","2","Malabar Flameback",1,30,"H","","Chrysocolaptes socialis","point_count"
"2024 Summer","2024-Apr-22","K10","6:50","1","Large-billed Crow",1,50,"H","","Corvus macrorhynchos","point_count"
"2024 Summer","2024-Apr-22","K10","6:50","1","Red-whiskered Bulbul",1,50,"H","","Pycnonotus jocosus","point_count"
"2024 Summer","2024-Apr-22","K10","6:50","1","Oriental Magpie-Robin",1,30,"H","","Copsychus saularis","point_count"
"2024 Summer","2024-Apr-22","K10","6:50","1","Greater Racket-tailed Drongo",2,30,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-22","K10","6:50","2","Greater Racket-tailed Drongo",1,50,"H","diff ","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-22","K10","6:50","2","Crimson-backed Sunbird",1,30,"H","","Leptocoma minima","point_count"
"2024 Summer","2024-Apr-22","K10","6:50","2","Yellow-browed Bulbul",2,30,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-22","L10","7:10","1","Malabar Whistling-Thrush",2,30,"S","","Myophonus horsfieldii","point_count"
"2024 Summer","2024-Apr-22","L10","7:10","1","Yellow-browed Bulbul",1,30,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-22","L10","7:10","1","Greater Racket-tailed Drongo",1,20,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-22","M10","7:27","1","Crimson-backed Sunbird",1,10,"H","","Leptocoma minima","point_count"
"2024 Summer","2024-Apr-22","M10","7:27","1","Yellow-browed Bulbul",2,20,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-22","M10","7:27","1","Golden-fronted Leafbird",1,15,"H","","Chloropsis aurifrons","point_count"
"2024 Summer","2024-Apr-22","M10","7:27","1","Asian Fairy-bluebird",2,15,"S","","Irena puella","point_count"
"2024 Summer","2024-Apr-22","M10","7:27","1","Indian White-eye",5,5,"H","*","Zosterops palpebrosus","point_count"
"2024 Summer","2024-Apr-22","M10","7:27","1","Nilgiri Flowerpecker",1,15,"H","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-22","M10","7:27","1","Indian Yellow Tit",2,5,"S","*","Machlolophus aplonotus","point_count"
"2024 Summer","2024-Apr-22","M10","7:27","1","Orange Minivet",2,5,"S","*","Pericrocotus flammeus","point_count"
"2024 Summer","2024-Apr-22","M10","7:27","1","Nilgiri Flowerpecker",1,5,"H","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-22","M10","7:27","2","Large-billed Leaf Warbler",1,30,"H","two note call","Phylloscopus magnirostris","point_count"
"2024 Summer","2024-Apr-22","M10","7:27","2","Southern Hill Myna",2,15,"S","","Gracula indica","point_count"
"2024 Summer","2024-Apr-22","M10","7:27","2","Crimson-backed Sunbird",1,20,"H","diff","Leptocoma minima","point_count"
"2024 Summer","2024-Apr-22","M10","7:27","2","Greater Racket-tailed Drongo",1,50,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-22","M09","7:42","1","Yellow-browed Bulbul",2,20,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-22","M09","7:42","1","Velvet-fronted Nuthatch",2,15,"H","","Sitta frontalis","point_count"
"2024 Summer","2024-Apr-22","M09","7:42","1","Indian White-eye",1,15,"H","","Zosterops palpebrosus","point_count"
"2024 Summer","2024-Apr-22","M09","7:42","1","Crimson-backed Sunbird",2,20,"H","","Leptocoma minima","point_count"
"2024 Summer","2024-Apr-22","M09","7:42","1","Southern Hill Myna",1,30,"H","","Gracula indica","point_count"
"2024 Summer","2024-Apr-22","M09","7:42","1","Asian Fairy-bluebird",1,10,"F","UC","Irena puella","point_count"
"2024 Summer","2024-Apr-22","M09","7:42","1","Vernal Hanging-Parrot",1,20,"H","","Loriculus vernalis","point_count"
"2024 Summer","2024-Apr-22","M09","7:42","1","Nilgiri Flowerpecker",1,30,"H","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-22","M09","7:42","1","Vernal Hanging-Parrot",1,20,"H","diiff","Loriculus vernalis","point_count"
"2024 Summer","2024-Apr-22","M09","7:42","1","Malabar Woodshrike",2,20,"H","","Tephrodornis sylvicola","point_count"
"2024 Summer","2024-Apr-22","M09","7:42","2","Malabar Woodshrike",1,30,"H","","Tephrodornis sylvicola","point_count"
"2024 Summer","2024-Apr-22","M09","7:42","2","Malabar Trogon",1,30,"H","","Harpactes fasciatus","point_count"
"2024 Summer","2024-Apr-22","M09","7:42","2","Nilgiri Flowerpecker",1,10,"F","UC","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-22","L09","7:58","1","Malabar Trogon",1,10,"S","entered and heard and then saw","Harpactes fasciatus","point_count"
"2024 Summer","2024-Apr-22","L09","7:58","1","Indian White-eye",1,20,"H","gp, ","Zosterops palpebrosus","point_count"
"2024 Summer","2024-Apr-22","L09","7:58","1","Yellow-browed Bulbul",1,30,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-22","L09","7:58","1","Nilgiri Flowerpecker",1,20,"H","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-22","L09","7:58","1","Orange Minivet",2,30,"H","","Pericrocotus flammeus","point_count"
"2024 Summer","2024-Apr-22","L09","7:58","2","Nilgiri Flowerpecker",1,5,"F","UC","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-22","L09","7:58","2","Crimson-backed Sunbird",1,30,"H","","Leptocoma minima","point_count"
"2024 Summer","2024-Apr-22","L09","7:58","2","Large-billed Crow",1,50,"H","","Corvus macrorhynchos","point_count"
"2024 Summer","2024-Apr-22","K09","8:15","1","Orange Minivet",1,20,"H","","Pericrocotus flammeus","point_count"
"2024 Summer","2024-Apr-22","K09","8:15","1","Nilgiri Flowerpecker",1,30,"H","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-22","K09","8:15","1","Southern Hill Myna",1,30,"H","","Gracula indica","point_count"
"2024 Summer","2024-Apr-22","K09","8:15","1","Vernal Hanging-Parrot",1,20,"F","UC","Loriculus vernalis","point_count"
"2024 Summer","2024-Apr-22","K09","8:15","2","Yellow-browed Bulbul",2,0,"S","","Iole indica","point_count"
"2024 Summer","2024-Apr-22","K09","8:15","2","Crimson-backed Sunbird",1,10,"S","female","Leptocoma minima","point_count"
"2024 Summer","2024-Apr-22","K09","8:15","2","White-cheeked Barbet",1,50,"H","","Psilopogon viridis","point_count"
"2024 Summer","2024-Apr-22","J09","8:31","1","Nilgiri Flowerpecker",1,20,"H","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-22","J09","8:31","1","Red-whiskered Bulbul",1,30,"H","near tea","Pycnonotus jocosus","point_count"
"2024 Summer","2024-Apr-22","J09","8:31","1","White-cheeked Barbet",1,30,"H","","Psilopogon viridis","point_count"
"2024 Summer","2024-Apr-22","J09","8:31","1","Yellow-browed Bulbul",2,20,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-22","J09","8:31","2","Orange Minivet",2,20,"S","","Pericrocotus flammeus","point_count"
"2024 Summer","2024-Apr-22","I09","8:47","1","White-bellied Treepie",3,15,"S","","Dendrocitta leucogastra","point_count"
"2024 Summer","2024-Apr-22","I09","8:47","1","Velvet-fronted Nuthatch",1,15,"S","","Sitta frontalis","point_count"
"2024 Summer","2024-Apr-22","I09","8:47","1","Nilgiri Flowerpecker",1,20,"H","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-22","I09","8:47","1","Small Minivet",1,20,"H","GP","Pericrocotus cinnamomeus","point_count"
"2024 Summer","2024-Apr-22","I09","8:47","1","Plum-headed Parakeet",1,30,"H","in tea","Psittacula cyanocephala","point_count"
"2024 Summer","2024-Apr-22","I09","8:47","2","Red-whiskered Bulbul",2,20,"S","tea","Pycnonotus jocosus","point_count"
"2024 Summer","2024-Apr-22","I09","8:47","2","Eurasian Hoopoe",1,30,"F","UC, tea","Upupa epops","point_count"
"2024 Summer","2024-Apr-22","I09","8:47","2","Yellow-browed Bulbul",1,30,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-22","I08","9:02","1","White-bellied Treepie",1,20,"S","GP","Dendrocitta leucogastra","point_count"
"2024 Summer","2024-Apr-22","I08","9:02","1","Spotted Dove",1,30,"H","tea","Streptopelia chinensis","point_count"
"2024 Summer","2024-Apr-22","I08","9:02","1","Red-whiskered Bulbul",1,30,"H","tea","Pycnonotus jocosus","point_count"
"2024 Summer","2024-Apr-22","I08","9:02","1","White-cheeked Barbet",1,20,"S","Forest","Psilopogon viridis","point_count"
"2024 Summer","2024-Apr-22","I08","9:02","1","Nilgiri Flowerpecker",1,15,"H","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-22","I08","9:02","2","Asian Fairy-bluebird",1,10,"S","","Irena puella","point_count"
"2024 Summer","2024-Apr-24","J08","6:14","1","Great Hornbill",1,50,"H","","Buceros bicornis","point_count"
"2024 Summer","2024-Apr-24","J08","6:14","1","Greater Racket-tailed Drongo",2,30,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-24","J08","6:14","1","Velvet-fronted Nuthatch",2,15,"S","","Sitta frontalis","point_count"
"2024 Summer","2024-Apr-24","J08","6:14","1","Greater Racket-tailed Drongo",1,0,"F","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-24","J08","6:14","1","Nilgiri Flowerpecker",1,20,"H","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-24","J08","6:14","2","Southern Hill Myna",1,50,"H","","Gracula indica","point_count"
"2024 Summer","2024-Apr-24","J08","6:14","2","Orange Minivet",1,30,"H","","Pericrocotus flammeus","point_count"
"2024 Summer","2024-Apr-24","J08","6:14","2","Malabar Barbet",1,30,"H","","Psilopogon malabaricus","point_count"
"2024 Summer","2024-Apr-24","K08","6:31","1","Greater Racket-tailed Drongo",1,30,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-24","K08","6:31","1","Malabar Barbet",2,50,"H","","Psilopogon malabaricus","point_count"
"2024 Summer","2024-Apr-24","K08","6:31","1","Velvet-fronted Nuthatch",1,20,"H","","Sitta frontalis","point_count"
"2024 Summer","2024-Apr-24","K08","6:31","1","Nilgiri Flowerpecker",1,5,"S","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-24","K08","6:31","1","Yellow-browed Bulbul",2,20,"S","","Iole indica","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","1","Malabar Trogon",1,20,"H","Seen by Sundaraj, Male bird","Harpactes fasciatus","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","1","Yellow-browed Bulbul",2,30,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","1","Orange Minivet",1,30,"H","","Pericrocotus flammeus","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","1","Velvet-fronted Nuthatch",1,30,"H","","Sitta frontalis","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","1","Large-billed Crow",1,50,"S","","Corvus macrorhynchos","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","1","Yellow-browed Bulbul",2,20,"H","","Iole indica","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","1","Greater Racket-tailed Drongo",1,30,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","1","Nilgiri Flowerpecker",1,20,"H","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","1","Asian Fairy-bluebird",1,30,"H","","Irena puella","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","1","Greater Racket-tailed Drongo",1,50,"H","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","1","Indian Scimitar-Babbler",2,30,"H","","Pomatorhinus horsfieldii","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","2","Southern Hill Myna",1,50,"H","","Gracula indica","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","2","Greater Racket-tailed Drongo",1,10,"S","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","2","White-cheeked Barbet",1,50,"H","","Psilopogon viridis","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","2","Nilgiri Flowerpecker",1,10,"S","","Dicaeum concolor","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","2","Malabar Flameback",1,50,"H","","Chrysocolaptes socialis","point_count"
"2024 Summer","2024-Apr-24","L08","6:46","2","White-bellied Blue Flycatcher",1,50,"H","","Cyornis pallidipes","point_count"
"2024 Summer","2024-Apr-24","M08","7:05","1","Malabar Barbet",2,30,"H","","Psilopogon malabaricus","point_count"
"2024 Summer","2024-Apr-24","M08","7:05","1","Greater Racket-tailed Drongo",1,20,"S","","Dicrurus paradiseus","point_count"
"2024 Summer","2024-Apr-24","M08","7:05","1","Yellow-browed Bulbul",2,20,"S","","Iole indica","point_count"
"2024 Summer","2024-Apr-24","M08","7:05","1","Large-billed Crow",1,30,"H","","Corvus macrorhynchos","point_count"
"2024 Summer","2024-Apr-24","M08","7:05","1","Stork-billed Kingfisher",1,50,"H","","Pelargopsis capensis","point_count"
